,Unnamed: 0.1,Unnamed: 0,date,hosts,id,length,start,end,title,summary,keywords,date_time_start,date_time_end,content_id,fragment
316,316,316,2021-04-03,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02206208_03_segment,00:13:23,22:53:19,23:06:43,Jennifer Westers and Jacco Vonhof about the business community that is coming under increasing pressure,"The business community is under heavy pressure and then it is also subject to additional taxation in almost all election programmes. In order to compensate for extra expenditure, the parties want companies to hand over a larger share of the profit. Incomprehensible find SME chairman Jacco Vonhof and WestCord Hotel owner Jennifer Westers. On Thursday evening at Op1 they explain why they fear the consequences.","['incomprehensible', 'business', 'election program']",2021-04-03 22:53:19,2021-04-03 23:06:43,WON02206208,3
317,317,317,2021-04-03,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02206208_04_segment,00:09:45,23:07:21,23:17:07,Charlotte Kleyn and Eppo van Nispen tot Sevenaer about the history of our food,"The life of culinary historian Charlotte Kleyn revolves around food. In her latest book TREK, she traces the history of our food, from picnicking pilgrims to KLM's business class. On Thursday evening at Op1 she will talk about it together with Eppo van Nispen tot Sevenaer, who has delved into his archive in search of the most beautiful culinary historical images.","['last', 'business class', 'picnicking']",2021-04-03 23:07:21,2021-04-03 23:17:07,WON02206208,4
318,318,318,2021-04-03,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02206208_05_segment,00:08:29,23:17:03,23:25:32,André Hazes may perform for 1300 people on Sunday,"André Hazes can finally perform again. This Sunday he will be standing in front of 1300 fans in the Ziggo Dome, where one of the first Fieldlab music events will be organized. Will it work without corona infections? On Thursday evening he talks about it at Op1.","['coronabesmettingen', 'one thousand, three hundred', 'music events']",2021-04-03 23:17:03,2021-04-03 23:25:32,WON02206208,5
319,319,319,2022-04-03,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02298557_01_segment,00:07:47,22:57:53,23:05:40,Mart de Kruif on the war in Ukraine,"The Russians took over the nuclear power plant in Zaporizhia last night. A reckless and life-threatening attack according to Prime Minister Mark Rutte. What are the consequences? We will discuss this and the latest developments of the war tonight with Mart de Kruif, former commander of the army.","['minister', 'land forces', 'last']",2022-04-03 22:57:53,2022-04-03 23:05:40,WON02298557,1
320,320,320,2022-04-03,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02298557_02_segment,00:02:35,23:05:46,23:08:22,In Op1 we call Lviv live with Telegraaf reporter Silvan Schoonhoven.,In Op1 we call Lviv live with Telegraaf reporter Silvan Schoonhoven.,"['in', 'Schoonhoven', 'news reporter']",2022-04-03 23:05:46,2022-04-03 23:08:22,WON02298557,2
321,321,321,2022-04-03,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02298557_03_segment,00:20:19,23:08:21,23:28:40,Beatrice de Graaf on what drives Putin to attack Ukraine,"Do we understand what drives Putin? According to Professor of the History of International Relations Beatrice de Graaf, the Russian president is engaged in a holy struggle, with his dream of the holy Russian empire at stake. Is it even possible to negotiate with him or should everything give way to that dream? We'll discuss it tonight at Op1.","['professor', 'negotiate', 'russian']",2022-04-03 23:08:21,2022-04-03 23:28:40,WON02298557,3
322,322,322,2022-04-03,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02298557_04_segment,00:10:33,23:32:07,23:42:41,Eric van der Burg and Vincent Karremans on the reception of Ukrainian refugees,"All Dutch security regions must urgently look for shelters for the thousands of Ukrainian refugees. But where can they be well taken care of? We discuss it with Secretary of State for Asylum and Migration Eric van der Burg and Vincent Karremans, Alderman for Integration in Rotterdam. The port city is very willing to receive refugees and there will be room for at least a thousand Ukrainians in the short term.","['Secretary of State', 'integration', 'thousand']",2022-04-03 23:32:07,2022-04-03 23:42:41,WON02298557,4
323,323,323,2022-04-03,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02298557_05_segment,00:12:46,23:42:41,23:55:25,"Martijn Holsappel, Kristina Petrasova and Henrike van Gelder about the influence of war images on children","The most intense images of the war in Ukraine are circulating on social media. Children follow the conflict closely via TikTok. Primary school teacher Martijn Holsappel explains what this does to children. In Russia, the youth sees a different perspective of the war. Propaganda makes Russian youth see the conflict in a different way. In Op1 we discuss the consequences of the difference in perception with the Russian Dutch Kristina Petrasova and editor-in-chief of Kidsweek Henrike van Gelder.","['effects', 'primary school teacher', 'russian']",2022-04-03 23:42:41,2022-04-03 23:55:25,WON02298557,5
324,324,324,2020-04-04,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02104287_01_segment,00:08:14,22:16:26,22:24:40,Virologist Ab Osterhaus about the sense and nonsense of face masks,"""Wearing face masks on a voluntary basis could help a bit against the spread of the corona virus,"" virologist Ab Osterhaus told #Op1 on Saturday.","['basis', 'Saturday', 'coronavirus']",2020-04-04 22:16:26,2020-04-04 22:24:40,WON02104287,1
325,325,325,2020-04-04,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02104287_02_segment,00:11:46,22:25:33,22:37:20,Philosopher and psychiatrist Damiaan Denys thinks the attention to the corona crisis is exaggerated,"Philosopher and psychiatrist Damiaan Denys notes that we have a coronavirus obsession. ""The attention to it is disproportionate. We lose sight of important things, such as the regular healthcare system and our legal system. Have we even had a debate about this?"", he wondered in Op1.","['stuff', 'coronavirus obsession', 'legal system']",2020-04-04 22:25:33,2020-04-04 22:37:20,WON02104287,2
326,326,326,2020-04-04,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02104287_03_segment,00:17:39,22:37:49,22:55:29,Kars Veling: 'It felt like I was letting my wife down',"The doors of the nursing homes are closed. How humane is it to separate the elderly from their loved ones in their last phase of life? Guests in Op1: SP party chairman Lilian Marijnissen, elderly psychologist Sarah Blom and Kars Veling, whose wife lives in a nursing home.","['stage of life', 'doors', 'elderly psychologist']",2020-04-04 22:37:49,2020-04-04 22:55:29,WON02104287,3
327,327,327,2020-04-04,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02104287_04_segment,00:04:47,22:55:29,23:00:17,Lenny Kuhr performs 'Back on my bare feet' live,Lenny Kuhr played her new song 'Back on my bare feet' live on Op1 on Saturday.,"['new ones', 'feet', 'Saturday']",2020-04-04 22:55:29,2020-04-04 23:00:17,WON02104287,4
328,328,328,2020-04-04,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02104287_05_segment,00:08:01,23:05:16,23:13:17,Bishop of Den Bosch Gerard de Korte: 'Absurd that we should be afraid of someone else',"It is absurd that in these times of corona crisis we should be afraid of someone else, because people can make each other sick, says Bishop of Den Bosch Gerard de Korte on Op1 on Saturday.","['short', 'absurd', 'Saturday']",2020-04-04 23:05:16,2020-04-04 23:13:17,WON02104287,5
329,329,329,2020-04-04,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02104287_06_segment,00:08:46,23:13:45,23:22:31,Gio Lippens and Nynke de Jong about the virtual Tour of Flanders,The Tour of Flanders will be ridden virtually this year due to the corona crisis. What does this mean? NOS Sports commentator Gio Lippens and AD columnist and cycling fanatic Nynke de Jong were guests on Op1 on Saturday.,"['what', 'Saturday', 'coronacrisis']",2020-04-04 23:13:45,2020-04-04 23:22:31,WON02104287,6
330,330,330,2021-04-04,"['Kockelmann, Sven']",OP1__________-WON02214572_01_segment,00:18:24,22:09:55,22:28:20,"Ton Elias, Henk Kamp and Wim Voermans about the possible scenarios for Mark Rutte and the VVD","Mark Rutte wants to continue, but is that still possible? After the ChristenUnie already indicated that it no longer wanted to cooperate with Rutte, Lilian Marijnissen of the SP called on the other parties this morning to do the same. Meanwhile, everyone within the VVD supports the current outgoing Prime Minister. What now? We discuss it with former MP Ton Elias, former minister and former informateur Henk Kamp and professor of constitutional and administrative law Wim Voermans at Op1.","['professor', 'lilian', 'to collaborate']",2021-04-04 22:09:55,2021-04-04 22:28:20,WON02214572,1
331,331,331,2021-04-04,"['Kockelmann, Sven']",OP1__________-WON02214572_02_segment,00:08:50,22:29:19,22:38:10,"Abdelkader Benali was due to give the May 4 lecture, but withdrew after a stir","In a month's time, Abdelkader Benali would have given the prestigious May 4 lecture, but he withdrew after great criticism arose about statements he made about Jews fifteen years ago. Now he is publishing his lecture under the title 'The silence of the other', and he looks back on the eventful past months in which he felt cancelled.","['publishes', 'felt', 'fifteen']",2021-04-04 22:29:19,2021-04-04 22:38:10,WON02214572,2
332,332,332,2021-04-04,"['Kockelmann, Sven']",OP1__________-WON02214572_03_segment,00:11:35,22:38:11,22:49:47,"Jan Kooijman, Niels Beumer and Demi Klaassen about the series 'Life sentence with coercion?'","Checking all locks twenty times, only daring to open the refrigerator in one way or not being able to touch the door handle because it may be contaminated. These are just a few examples of obsessive-compulsive disorders that Jan Kooijman encounters in the series 'Lifelong with compulsion?'. In the program, the participants try to overcome these serious disorders. Kooijman is a guest at Op1 together with participants Niels Beumer and Demi Klaassen.","['serious', 'twenty', 'Attendees']",2021-04-04 22:38:11,2021-04-04 22:49:47,WON02214572,3
333,333,333,2021-04-04,"['Kockelmann, Sven']",OP1__________-WON02214572_04_segment,00:10:22,22:49:48,23:00:07,Eppo from Nispen to Sevenaer with the most beautiful Easter images,It's Easter! And that is why Eppo van Nispen tot Sevenaer delved into his archive in search of the most beautiful Easter images. From the furniture boulevard to Easter egg hunt. The director of the Netherlands Institute for Sound and Vision shows them at Op1.,"['institute', 'furniture boulevard', 'Search']",2021-04-04 22:49:48,2021-04-04 23:00:07,WON02214572,4
334,334,334,2022-04-04,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02306068_01_segment,00:05:12,22:42:49,22:48:01,"Op1 - The opening of Monday, April 4","We discuss the news of the day with Carola Schouten, Mart de Kruif and Joep Lahaye.","['met', 'carola', 'news']",2022-04-04 22:42:49,2022-04-04 22:48:01,WON02306068,1
335,335,335,2022-04-04,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02306068_02_segment,00:17:13,22:47:55,23:05:09,Mart de Kruif about the atrocities in Boetsja,"The horrific images from the Ukrainian city of Bocha have been shocked worldwide. At least 300 civilians are said to have been killed by the departing Russian army. Dozens of bodies were found on the street, sometimes with their hands tied behind their backs. Will Russia be punished for war crimes? According to former Army Commander Mart de Kruif, the endgame of the war has almost begun. He is a guest at Op1. We also speak via Zoom with Oleksandr Pavlyuk, an army leader from Boetsja.","['land forces', 'three hundred', 'russian']",2022-04-04 22:47:55,2022-04-04 23:05:09,WON02306068,2
336,336,336,2022-04-04,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02306068_03_segment,00:03:18,22:52:02,22:55:21,Interview with Oleksandr Pavlyuk the army chief in Bocha,We speak to Army Chief in Bocha Oleksandr Pavlyuk about the atrocities that have taken place in the city. He was one of the first on the scene after the Russians had withdrawn and is deeply shocked by what he found.,"['withdrawn', 'a', 'Russians']",2022-04-04 22:52:02,2022-04-04 22:55:21,WON02306068,3
337,337,337,2022-04-04,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02306068_04_segment,00:12:30,23:05:10,23:17:41,Minister Carola Schouten about the rising prices of energy and living expenses,"The ChristenUnie has personally insisted on it: a separate minister for poverty policy. With the rapidly rising prices of energy and living expenses, Carola Schouten's task is now even more urgent. How will the minister prevent even more people from ending up in debt assistance? She talks about it at Op1.","['debt counseling', 'energy', 'minister']",2022-04-04 23:05:10,2022-04-04 23:17:41,WON02306068,4
338,338,338,2022-04-04,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02306068_05_segment,00:09:34,23:18:01,23:27:36,Gijs de Jong on human rights in Qatar,"Secretary General of the KNVB Gijs de Jong has just returned from the draw in Qatar, where the Football World Cup will take place in seven months. Will the football association take action against human rights violations in the oil state? He talks about it at Op1.","['seven', 'human rights', 'football association']",2022-04-04 23:18:01,2022-04-04 23:27:36,WON02306068,5
339,339,339,2022-04-04,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02306068_06_segment,00:10:26,23:27:35,23:38:02,"Jan Kooijman, Joep & Dion about a new season of puber exchange","Another family, home and daily routines. How does it feel to be in completely different shoes for a while? In the Puberruil program, two teenagers step out of their familiar bubble and swap lives for a few days. In the first episode, for example, up-and-coming politician Joep trades lives with car dealer Dion. Together with presenter Jan Kooijman they are guests at Op1.","['feels', 'program', 'shoes']",2022-04-04 23:27:35,2022-04-04 23:38:02,WON02306068,6
340,340,340,2020-04-05,"['Dijkstra, Erik', 'Veenhoven, Willemijn']",OP1__________-WON02113886_01_segment,00:03:33,22:21:03,22:24:36,Eva Pronk (16) recited her poem 'Vrijheid' on Empty Dam during the National Remembrance Day,"On an empty Dam, 16-year-old Eva Pronk from The Hague will read her self-written poem Freedom tonight. Eva is a guest at Op1 tonight to talk about this special experience.","['self-written', 'this evening', 'sixteen']",2020-04-05 22:21:03,2020-04-05 22:24:36,WON02113886,1
341,341,341,2020-04-05,"['Dijkstra, Erik', 'Veenhoven, Willemijn']",OP1__________-WON02113886_02_segment,00:11:11,22:24:37,22:35:48,Kysia Hekster looks back on the wreath-laying ceremony on Dam Square and the speech of King Willem-Alexander,"NOS reporter Royal House Kysia Hekster looks back on the wreath-laying ceremony on Dam Square in Amsterdam and on the words of King Willem-Alexander. The King spoke in the context of 75 years of liberation of the Netherlands. A special event, because never before has a head of state spoken during the National Remembrance Day – and the fact that there was no audience made it extra special.","['news reporter', 'seventy-five', 'special']",2020-04-05 22:24:37,2020-04-05 22:35:48,WON02113886,2
342,342,342,2020-04-05,"['Dijkstra, Erik', 'Veenhoven, Willemijn']",OP1__________-WON02113886_03_segment,00:10:44,22:35:49,22:46:33,Luna Cruz Perez (13) plays Anne Frank in the popular YouTube series by director Hanna van Niekerk,"In a special YouTube series, Anne Frank traded her diary for a video camera. 13-year-old Luna Cruz Perez plays Anne Frank and tells vlogging what she is experiencing. The YouTube series is produced by Every Media and is an international hit with hundreds of thousands of viewers. Hanna van Niekerk (29) directs the series and has worked closely with the Anne Frank House for this. In Op1, Luna and Hanna tell everything about Anne Frank's video diary.","['cooperated', 'video diary', 'luna']",2020-04-05 22:35:49,2020-04-05 22:46:33,WON02113886,3
343,343,343,2020-04-05,"['Dijkstra, Erik', 'Veenhoven, Willemijn']",OP1__________-WON02113886_04_segment,00:23:00,22:47:28,23:10:28,"Coen Verbreak tells in War Children, among other things, the special stories of Judith Jacobs and Ab van Aldijk","They were children during the war. They had to go into hiding, ended up in concentration camps, lived in fear for years, had the wrong parents or were children of a German soldier. Now, 75 years after the end of the war, Coen Verbraak wrote down their story in the book War Children. Judith Jacobs (81) and Ab van Aldijk (77) tell their own war story.","['eighty-one', 'wrote', 'concentration camps']",2020-04-05 22:47:28,2020-04-05 23:10:28,WON02113886,4
344,344,344,2020-04-05,"['Dijkstra, Erik', 'Veenhoven, Willemijn']",OP1__________-WON02113886_05_segment,00:12:03,23:10:28,23:22:32,Lodewijk Asscher tells how his family history marks his life,"Lodewijk Asscher is 45, so did not experience the war. Yet it played an important role in his life, perhaps more than he has been willing to admit for years. Because of his father who survived as a boy in hiding, his great-grandfather, chairman of the Jewish Council and because of the gloomy atmosphere that prevailed at home around the May days. Asscher tells how the family history marks his life.","['role', 'forty-five', 'family history']",2020-04-05 23:10:28,2020-04-05 23:22:32,WON02113886,5
345,345,345,2022-04-05,"['Groenhuijsen, Charles', 'Napel, Carrie ten']",OP1__________-WON02313356_01_segment,00:07:55,21:54:12,22:02:08,"Op1 - The opening of Wednesday, May 4, 2022",The guests at the table discuss their news of the day.,"['guests', 'table', 'news']",2022-04-05 21:54:12,2022-04-05 22:02:08,WON02313356,1
346,346,346,2022-04-05,"['Groenhuijsen, Charles', 'Napel, Carrie ten']",OP1__________-WON02313356_02_segment,00:11:28,22:02:05,22:13:34,Frits Barend about Remembrance Day,Tonight the Netherlands will pay tribute to all civilians and soldiers who have died in wars since the start of the Second World War. This year with the war in Ukraine in mind. That war shows how fragile our freedom is and that may make this edition of the Remembrance Day more urgent than ever. Journalist Frits Barend will join Op1 tonight to talk about the commemoration and the May 4 lecture by Femke Halsema.,"['perhaps', 'journalist', 'world war']",2022-04-05 22:02:05,2022-04-05 22:13:34,WON02313356,2
347,347,347,2022-04-05,"['Groenhuijsen, Charles', 'Napel, Carrie ten']",OP1__________-WON02313356_03_segment,00:09:52,22:13:29,22:23:21,Marjan Olfers about the investigation into transgressive behavior within Ajax,"The culture within Ajax must change. Yesterday, an independent investigation confirmed the serious nature of the transgressive behavior of former director Marc Overmars. What does this outcome mean for the women who experienced this behavior? We talk about it with Professor of Sport & Law, Marjan Olfers. She knows everything about the report and will tell Op1 tonight what needs to change at Ajax.","['director', 'cross-border', 'sport']",2022-04-05 22:13:29,2022-04-05 22:23:21,WON02313356,3
348,348,348,2022-04-05,"['Groenhuijsen, Charles', 'Napel, Carrie ten']",OP1__________-WON02313356_04_segment,00:13:17,22:24:05,22:37:22,"Cor Linssen, Wanda van der Kleij and Bram Endedijk about Children of black liberators","Other children were not allowed to play with Cor Linssen and Wanda van der Kleij. As the children of black American soldiers who liberated Europe during World War II, they were the only black children in white Limburg. How was their life? Bram Endedijk made a documentary and tonight the three of them will join Op1.","['second', 'limburg', 'documentary']",2022-04-05 22:24:05,2022-04-05 22:37:22,WON02313356,4
349,349,349,2022-04-05,"['Groenhuijsen, Charles', 'Napel, Carrie ten']",OP1__________-WON02313356_05_segment,00:11:26,22:37:19,22:48:46,"Alies van Hanegem, Bert Wijbenga and Cora van Nieuwenhuizen about the Feyenoord semi-final","Will Feyenoord reach a European final for the first time in twenty years? Tomorrow, the Rotterdam club will be in the semi-finals of the Uefa Conference League, in which they will defend a 3-2 lead over Olympique Marseille. Feyenoord fans Alies van Hanegem, Bert Wijbenga and Cora van Nieuwenhuizen can hardly handle the tension anymore and fervently hope that their club will hold on to the lead. Tonight they will probably look ahead at Op1.","['twenty', 'finale', 'new houses']",2022-04-05 22:37:19,2022-04-05 22:48:46,WON02313356,5
350,350,350,2020-04-06,"['Sijtsma, Welmoed', 'Schimmelpenninck, Sander']",OP1__________-WON02124484_01_segment,00:13:48,22:13:14,22:27:03,City reporter at Het Parool Ruben Koops about the WhatsApp conversations between Halsema and Grapperhaus,"PVV leader Geert Wilders today demanded that the talks between Amsterdam's mayor, Femke Halsema, and Justice and Security Minister, Ferd Grapperhaus, be made public. Ruben Koops, reporter at Het Parool, talks at Op1 about the talks between Halsema and Grapperhaus about the anti-racism demonstration on De Dam in the capital.","['news reporter', 'safety', 'grapper house']",2020-04-06 22:13:14,2020-04-06 22:27:03,WON02124484,1
351,351,351,2020-04-06,"['Sijtsma, Welmoed', 'Schimmelpenninck, Sander']",OP1__________-WON02124484_02_segment,00:15:33,22:27:03,22:42:36,Minister Cora van Nieuwenhuizen (Water Management) about this year's historic drought,"Never before has there been so little rain in the Netherlands as in this year. According to the KNMI, this was also the sunniest spring ever measured, and all that sun caused the water to evaporate extra quickly. This has led to a record: it has not been this dry since 1976. Minister of Infrastructure and Water Management, Cora van Nieuwenhuizen, is very concerned about this historic drought.","['infrastructure', 'one thousand, nine hundred and seventy-six', 'drought']",2020-04-06 22:27:03,2020-04-06 22:42:36,WON02124484,2
352,352,352,2020-04-06,"['Sijtsma, Welmoed', 'Schimmelpenninck, Sander']",OP1__________-WON02124484_03_segment,00:12:52,22:46:35,22:59:28,Special corona envoy Feike Sijbesma about the international race for corona vaccine,"Special corona envoy of the Cabinet, Feike Sijbesma, talks about the international race to the corona vaccine at Op1.","['nasty', 'coronavaccin', 'internationale']",2020-04-06 22:46:35,2020-04-06 22:59:28,WON02124484,3
353,353,353,2021-04-06,"['Leeuw, Paul de', 'Joosten, Astrid']",OP1__________-WON02229573_01_segment,00:07:35,22:27:38,22:35:13,Marleen de Rooy about the postponement for informateur Mariëtte Hamer,"Next Sunday, Mariëtte Hamer was supposed to come up with an advice on a new cabinet, but the informateur will not make it. Because the cabinet formation is very difficult, Hamer says he needs more time. At Op1, political reporter for NOS Marleen de Rooy tells everything about the announced postponement.","['Lake', 'time', 'cabinet formation']",2021-04-06 22:27:38,2021-04-06 22:35:13,WON02229573,1
354,354,354,2021-04-06,"['Leeuw, Paul de', 'Joosten, Astrid']",OP1__________-WON02229573_02_segment,00:06:43,22:35:17,22:42:00,Pastor Alexander Noordijk wants a ban on healing therapy for homosexuals,"Pastor Alexander Noordijk underwent so-called conversion therapy several times, which was supposed to cure him of his homosexuality. He knows better than anyone how much damage it can cause and is now calling for a legal ban. But last week it was announced that the cabinet will not start work for the time being. More research is needed, according to outgoing ministers De Jonge and Grapperhaus. In Op1, Noordijk explains why the law should be implemented sooner rather than later.","['Why', 'grapper house', 'conversietherapie']",2021-04-06 22:35:17,2021-04-06 22:42:00,WON02229573,2
355,355,355,2021-04-06,"['Leeuw, Paul de', 'Joosten, Astrid']",OP1__________-WON02229573_03_segment,00:07:26,22:42:02,22:49:28,Job Pattinasarany and Perry de Man about their new bastard-proof cookbook,"Recipes that are completely asshole-proof. That is the idea behind the new cookbook by Rotterdam TV chefs Job Pattinasarany and Perry de Man. No slick photos and crazy spices, but simple recipes from all corners of the world. From burritos with chicken to Surinamese sandwiches. It's all covered in 'Job and Perry'. In Op1, the men explain why a bastard-proof cookbook could no longer be missing from the Dutch cookbook shelf.","['men', 'Why', 'cookbook shelf']",2021-04-06 22:42:02,2021-04-06 22:49:28,WON02229573,3
356,356,356,2021-04-06,"['Leeuw, Paul de', 'Joosten, Astrid']",OP1__________-WON02229573_04_segment,00:14:27,22:50:04,23:04:32,André and Pierre Rieu about a special television program about the summer concerts in Maastricht,"For the second year in a row, violinist and conductor André Rieu has to skip his summer concerts in Maastricht due to corona measures. Nevertheless, the more than 150,000 fans who come to the Vrijthof every year need not grieve. Together with his son Pierre Rieu, André has listed the highlights of 15 years of summer concerts for a special television program.","['one hundred and fifty', 'corona measures', 'summer concerts']",2021-04-06 22:50:04,2021-04-06 23:04:32,WON02229573,4
357,357,357,2021-04-06,"['Leeuw, Paul de', 'Joosten, Astrid']",OP1__________-WON02229573_05_segment,00:13:32,23:04:32,23:18:01,"Douwe Bob about his new album 'Born to Win, Born to Lose'","Last week Douwe Bob released a new album. Despite having a difficult year, it has become anything but a sad song record. It is precisely the first pure Americana album by the singer, who has a preference for traditional American music. In Op1 he tells how he found comfort in music and closes the broadcast with the title song of the new album, 'Born to Win, Born to Lose'.","['traditional', 'difficult', 'song record']",2021-04-06 23:04:32,2021-04-06 23:18:01,WON02229573,5
358,358,358,2020-04-07,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02134305_01_segment,00:10:25,22:20:44,22:31:10,Martin Visser about the new pension agreement,"Two weeks ago, the members' parliament of the FNV failed to reach agreement, but yesterday the 105 trade unionists still agreed to the agreements in the pension agreement. Conclusion: pensions are becoming more uncertain. Economist and financial journalist from De Telegraaf Martin Visser talked at Op1 about the consequences for millions of Dutch people.","['one hundred and five', 'effects', 'journalist']",2020-04-07 22:20:44,2020-04-07 22:31:10,WON02134305,1
359,359,359,2020-04-07,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02134305_02_segment,00:20:56,22:31:10,22:52:07,Farid Azarkan will be the new party leader of DENK,"Two months ago he was expelled as a member of DENK, but now Farid Azarkan has news about the party where there has been a lot of commotion in recent months: he may become the new party leader of DENK.","['commotion', 'possible', 'news']",2020-04-07 22:31:10,2020-04-07 22:52:07,WON02134305,2
360,360,360,2020-04-07,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02134305_03_segment,00:14:50,22:52:09,23:06:59,"Bert van Leeuwen, Pia Dijkstra and Dominique van Gessel about the new Donor Act and 'The 100'","The new Donor Act formally entered into force last Wednesday. This means that if you do not make a choice, you will automatically be registered as an organ donor. What it means to be dependent on a donor becomes clear in the new EO program 'De 100', in which people are followed who are on the waiting list for a transplant. Presenter Bert van Leeuwen talks about it at Op1, together with kidney patient Dominique van Gessel and Member of Parliament Pia Dijkstra (D66).","['one hundred', 'registered', 'transplant']",2020-04-07 22:52:09,2020-04-07 23:06:59,WON02134305,3
361,361,361,2020-04-07,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02134305_04_segment,00:09:07,23:09:34,23:18:41,Bert Slagter about the confusion about corona measures,"More than six in ten Dutch people find the government's behavioral measures to combat the corona virus illogical or confusing, according to research by the RIVM. The virus is under control in the Netherlands, can't those rules be a little less? Expert complexity Bert Slagter shows at Op1 how things can be done smarter.","['Netherlands', 'behavioral measures', 'coronavirus']",2020-04-07 23:09:34,2020-04-07 23:18:41,WON02134305,4
362,362,362,2022-04-07,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02327824_01_segment,00:03:26,22:25:33,22:29:00,"Op1 - The July 4, 2022 opening","We discuss the news of the day with Derk Boswijk, Willem Woelders and Conny Helder, among others.","['bright', 'news', 'boswijk']",2022-04-07 22:25:33,2022-04-07 22:29:00,WON02327824,1
363,363,363,2022-04-07,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02327824_02_segment,00:10:15,22:29:01,22:39:16,Willem Woelders about today's farmers' protests,"Distribution centers, ports, highways and the Mediapark. Actions by protesting farmers were seen across the country today. Farmers had previously announced that they would ""shut down the whole of the Netherlands"" out of dissatisfaction with the government's nitrogen plans. Police chief Willem Woelders tells Op1 how the day went and how the police deal with the protests.","['Today', 'nitrogen plans', 'police chief']",2022-04-07 22:29:01,2022-04-07 22:39:16,WON02327824,2
364,364,364,2022-04-07,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02327824_03_segment,00:12:30,22:39:21,22:51:51,Derk Boswijk felt threatened by farmers,"The family of CDA MP Derk Boswijk received death threats last Tuesday from a woman who visited his house in the evening. According to the politician, the woman scolded his family and shouted that something would happen to his children. Reason enough for Boswijk to stop working for a few days and stay with his family.","['number of', 'politician', 'boswijk']",2022-04-07 22:39:21,2022-04-07 22:51:51,WON02327824,3
365,365,365,2022-04-07,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02327824_04_segment,00:14:09,22:52:16,23:06:26,Conny Helder about her plan to organize elderly care differently in the Netherlands,"The elderly must continue to live at home longer, become more self-reliant and there must be more focus on technological innovation. Minister for Long-Term Care and Sport Conny Helder came up with a plan today to organize care for the elderly in the Netherlands differently.","['minister', 'technological', 'langer']",2022-04-07 22:52:16,2022-04-07 23:06:26,WON02327824,4
366,366,366,2022-04-07,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02327824_05_segment,00:16:08,23:06:26,23:22:33,"Suse van Kleef, Sjoerd van Ramshorst and Barbara Barend about the European Football Championship for women","The European Women's Football Championship kicks off in England on Wednesday. Will the Orange Lionesses manage to defend their title? We look ahead with sports journalist Barbara Barend and with Sjoerd van Ramshorst and Suse van Kleef, who together present NOS Studio England during the European Championships.","['ahead', 'barbara', 'sports journalist']",2022-04-07 23:06:26,2022-04-07 23:22:33,WON02327824,5
367,367,367,2020-04-08,"['Fikse, Margje', 'Allush, Kefah']",OP1__________-WON02143144_01_segment,00:04:11,22:31:26,22:35:38,Danny Ghosen on the explosion in Beirut,Program maker Danny Ghosen was born in Beirut and lived there until he was 15. At the table he talks about the explosion in the Lebanese capital and the consequences for the country.,"['effects', 'programmer', '15de']",2020-04-08 22:31:26,2020-04-08 22:35:38,WON02143144,1
